"idno","cntry","nwspol","netusoft","netustm","ppltrst","pplfair","pplhlp","polintr","psppsgva","actrolga","psppipla","cptppola","trstprl","trstlgl","trstplc","trstplt","trstprt","trstep","trstun","vote","prtvtcgb","contplt","wrkprty","wrkorg","badge","sgnptit","pbldmn","bctprd","pstplonl","clsprty","lrscale","prtclcgb","prtdgcl","stflife","stfeco","stfgov","stfdem","stfedu","stfhlth","gincdif","freehms","hmsfmlsh","hmsacld","euftf","imsmetn","imdfetn","impcntr","imbgeco","imueclt","imwbcnt","happy","sclmeet","inprdsc","sclact","crmvct","aesfdrk","health","hlthhmp","atchctr","atcherp","rlgblg","rlgdnm","rlgdngb","rlgdgr","rlgatnd","pray","dscrgrp","ctzcntr","brncntr","livecnta","blgetmg","facntr","mocntr","vteumbgb","evpdemp","pdempyr","lvpntyr","evlvptn","lvptnyr","evmar","maryr","bthcld","nbthcld","plnftr","hhmmb","gndr","yrbrn","agea","maritalb","domicil","eisced","edagegb","eduyrs","mnactic","pdjobev","pdjobyr","emplrel","emplno","wrkctra","estsz","jbspv","njbspv","wkdcorga","iorgact","wkhct","wkhtot","nacer2","tporgwk","isco08","wrkac6m","uemp3m","uemp12m","uemp5yr","mbtru","hincsrca","hinctnta","hincfel","iincsrc","region","frprtpl","gvintcz","poltran","ifredu","ifrjob","evfredu","evfrjob","recskil","recexp","recknow","recimg","recgndr","sofrdst","sofrwrk","sofrpr","sofrprv","ppldsrv","jstprev","pcmpinj","ipcrtiv","imprich","ipeqopt","ipshabt","impsafe","impdiff","ipfrule","ipudrst","ipmodst","ipgdtim","impfree","iphlppl","ipsuces","ipstrgv","ipadvnt","ipbhprp","iprspot","iplylfr","impenv","imptrad","impfun","anweight"
40082,"GB",60,5,540,6,6,4,2,3,5,2,4,6,8,8,3,2,5,7,"Yes",2,0,0,0,0,1,0,0,0,1,3,2,2,7,4,3,3,6,4,1,1,5,1,4,2,2,2,9,9,7,7,5,1,2,1,2,3,"No",7,6,0,NA,NA,2,7,7,0,1,1,NA,0,1,1,1,1,1984,1990,1,1990,1,1990,1,2,8,3,0,1967,51,3,"suburbs",7,16,16,1,NA,NA,"Employee",NA,1,3,1,8,9,8,39,42,29,4,1321,0,0,NA,NA,"No",1,5,2,1,"UKD",2,2,3,10,7,6,5,3,3,2,2,2,4,2,1,5,3,4,4,2,5,1,2,4,2,5,2,2,3,2,3,5,3,4,4,5,3,4,5,3,4.2233176
40097,"GB",120,1,NA,7,5,7,2,2,3,2,3,5,6,6,5,5,5,7,"Yes",2,0,0,0,0,0,0,0,0,1,4,2,3,5,5,4,5,6,6,2,3,4,4,2,2,3,3,5,0,1,5,4,2,2,0,2,4,"Yes a lot",8,0,0,NA,NA,2,7,5,0,1,1,NA,0,1,1,2,1,1957,1960,1,1960,1,1960,1,1,8,1,0,1941,77,5,"town",1,15,10,6,1,2004,"Employee",NA,3,1,0,NA,5,0,NA,40,49,4,8322,0,1,1,0,"No",4,2,2,NA,"UKJ",3,2,2,5,3,3,5,4,4,4,2,2,3,2,3,5,4,3,2,2,5,2,5,4,5,4,4,3,5,2,2,5,2,5,2,4,2,2,3,5,0.9078943
40110,"GB",120,5,120,6,5,5,1,1,1,1,1,7,3,8,6,6,3,7,"No",NA,0,0,0,0,0,0,0,0,1,7,1,2,9,9,7,8,7,5,4,2,4,2,0,2,2,2,7,10,5,10,3,3,1,0,2,2,"No",10,0,1,2,2,10,3,1,0,1,0,2006,1,0,0,2,0,NA,1968,1,1985,1,1985,1,2,2,1,1,1963,55,5,"city",5,17,10,1,NA,NA,"Self-employed",0,NA,1,0,NA,10,10,40,40,96,5,5142,0,0,NA,NA,"No",2,4,2,NA,"UKI",3,3,3,5,5,5,5,2,2,2,2,2,3,2,2,3,3,2,2,3,4,3,4,4,4,4,4,2,4,4,4,4,4,5,2,3,3,4,3,4,1.3059824
40118,"GB",60,5,600,3,4,2,2,1,1,2,1,0,6,5,0,0,0,0,"Yes",2,0,0,0,0,0,0,0,0,0,3,NA,NA,6,2,0,1,0,7,4,2,5,4,NA,4,4,4,1,2,2,8,3,4,3,0,1,3,"No",5,3,0,NA,NA,0,7,7,0,1,1,NA,0,1,1,2,1,1992,1996,1,1996,0,NA,0,NA,7,1,0,1977,41,6,"town",4,18,14,1,NA,NA,"Employee",NA,2,4,1,NA,8,7,40,60,NA,4,4311,0,0,NA,NA,"No",1,3,1,NA,"UKD",2,2,2,5,6,6,6,2,2,1,1,1,2,1,3,5,2,2,2,3,6,5,2,2,3,3,3,5,1,1,2,3,3,6,2,3,3,3,2,2,1.4077727
40164,"GB",33,5,90,4,7,5,2,2,4,2,3,5,5,3,4,5,5,5,"Yes",3,0,1,0,1,1,0,0,1,1,5,8,2,8,5,2,2,3,7,2,1,5,1,8,1,1,1,8,8,8,8,6,5,4,0,1,2,"No",1,5,0,NA,NA,0,7,7,0,1,1,NA,0,1,1,1,1,1997,1998,1,2013,1,2014,0,NA,7,2,1,1980,38,1,"town",6,18,17,1,NA,NA,"Employee",NA,1,3,0,NA,10,3,35,35,94,6,4419,1,1,0,0,"No",1,6,2,1,"UKG",3,2,3,8,8,4,4,4,4,1,2,2,2,4,2,5,4,4,4,2,5,1,4,2,4,2,2,2,2,1,2,5,3,3,3,3,1,1,6,2,2.9776936
40192,"GB",5,5,450,6,3,5,3,2,1,2,1,6,6,5,6,6,7,NA,"Not eligible to vote",NA,0,0,0,0,0,0,0,1,0,7,NA,NA,8,5,5,4,7,7,3,2,4,2,5,2,2,2,4,6,5,8,5,2,2,0,2,2,"No",1,3,0,NA,NA,0,7,7,0,1,1,NA,0,1,1,1,0,NA,1111,0,NA,0,NA,0,NA,4,3,0,2000,18,6,"town",2,NA,12,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"No",NA,NA,NA,NA,"UKD",3,3,2,7,5,7,7,2,3,2,2,3,2,4,3,2,2,3,3,5,3,5,5,4,5,4,5,6,5,4,5,4,4,4,5,4,4,5,5,5,5.459219
40243,"GB",180,5,180,6,5,4,2,3,4,2,4,4,7,7,4,4,6,6,"Yes",2,0,0,0,0,1,0,1,1,1,3,2,2,8,3,3,4,7,6,1,1,5,1,4,1,1,1,8,9,10,8,2,2,3,0,1,2,"No",4,8,0,NA,NA,1,7,7,0,1,1,NA,0,1,1,1,1,1981,1984,1,1987,1,1988,1,1,7,3,0,1961,57,1,"suburbs",4,18,13,1,NA,NA,"Employee",NA,1,2,0,NA,8,2,42,43,45,4,2433,0,1,0,0,"Yes, previously",1,8,2,1,"UKD",4,2,2,7,4,4,3,3,3,4,2,2,4,2,2,5,3,4,4,3,5,2,4,4,2,4,2,2,2,3,3,4,4,4,3,4,2,1,5,3,1.9981077
40246,"GB",600,4,120,2,5,6,3,4,2,4,3,6,5,8,6,6,6,6,"Yes",1,0,0,0,0,0,0,0,0,1,10,1,2,5,6,8,8,5,9,2,1,5,1,7,1,2,2,5,6,7,7,6,4,3,0,2,3,"Yes a lot",7,7,1,2,2,2,5,6,0,1,1,NA,0,1,1,2,1,1977,1986,1,1991,0,NA,0,NA,8,1,0,1961,57,6,"town",3,16,16,5,1,2013,"Employee",NA,3,3,0,NA,8,7,40,60,24,4,7543,0,0,NA,NA,"Yes, currently",8,1,2,NA,"UKH",4,2,4,7,7,8,8,4,3,2,1,1,2,2,3,3,2,4,3,3,5,2,2,2,4,3,4,4,2,1,1,1,1,2,2,2,2,2,2,1,0.87935174
40273,"GB",10,5,120,5,8,5,3,1,1,1,1,0,3,2,0,0,0,2,"Yes",2,0,0,0,0,0,0,0,0,0,6,NA,NA,7,3,1,2,1,1,1,1,4,2,5,3,3,3,5,5,5,7,4,3,1,0,2,3,"Yes to some extent",0,3,1,2,2,6,6,4,0,1,1,NA,0,1,1,1,1,1987,1986,1,1986,1,1986,1,4,8,2,1,1969,50,1,"town",6,18,13,1,NA,NA,"Employee",NA,1,2,0,NA,5,1,37,42,88,2,5322,0,0,NA,NA,"Yes, currently",1,7,1,1,"UKL",1,2,1,5,5,5,5,3,2,1,2,3,3,3,4,3,4,4,5,3,5,4,5,5,3,6,3,3,6,3,3,6,4,4,5,6,4,3,4,5,2.5489995
40316,"GB",720,5,65,7,4,6,2,3,4,3,3,5,7,5,4,4,4,4,"Yes",1,0,0,0,0,0,0,0,0,1,6,1,2,8,7,5,6,6,7,4,1,5,1,0,2,2,3,6,5,5,8,4,4,4,1,3,3,"No",8,3,1,2,2,5,6,6,1,1,0,1966,0,1,1,1,1,1976,1966,1,1982,1,1990,1,2,3,3,0,1956,62,1,"suburbs",NA,17,18,6,1,2016,"Employee",NA,1,4,1,5,8,4,37,50,64,4,1211,0,0,NA,NA,"No",4,9,2,4,"UKI",2,3,2,7,7,6,6,3,4,1,1,1,4,2,3,3,3,3,3,4,4,4,3,2,3,4,2,3,3,2,1,3,2,5,2,3,2,3,2,2,3.3515983
40338,"GB",60,5,120,8,6,7,2,3,2,3,2,5,4,8,5,6,7,8,"Yes",2,0,0,0,0,0,0,0,0,0,5,NA,NA,9,6,3,6,8,8,2,2,5,2,6,2,2,3,7,8,7,8,2,4,3,0,2,1,"No",10,8,1,2,2,5,6,6,0,1,1,NA,0,1,1,1,1,1972,1970,1,1972,1,1972,1,2,8,2,1,1952,66,1,"town",5,16,19,1,NA,NA,"Employee",NA,1,3,1,5,5,5,22,22,87,4,2221,0,0,NA,NA,"Yes, previously",1,7,1,1,"UKE",4,4,2,6,6,8,6,4,3,1,1,1,4,2,2,2,2,2,2,5,5,2,5,5,4,4,4,2,5,4,4,5,2,4,2,5,4,1,4,4,2.108519
40407,"GB",0,5,360,5,5,5,4,2,3,2,1,NA,5,5,NA,NA,NA,NA,"No",NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,8,NA,6,NA,8,8,2,1,5,1,NA,4,2,2,0,2,1,7,2,3,2,0,2,2,"No",0,9,0,NA,NA,0,7,7,0,1,1,NA,0,1,1,NA,0,NA,2016,1,2017,0,NA,1,2,10,4,1,1996,22,6,"town",1,14,9,8,1,2016,"Employee",NA,2,3,0,NA,4,NA,16,16,87,4,5322,0,0,NA,NA,"No",1,4,1,6,"UKJ",3,NA,2,0,5,7,7,2,2,3,3,3,2,2,2,4,4,NA,NA,4,5,2,4,2,2,2,2,2,4,2,2,3,2,2,2,4,2,2,2,2,2.9297695
40521,"GB",0,1,NA,0,0,0,4,1,1,1,1,2,3,8,2,3,2,3,"No",NA,0,0,0,0,0,0,0,0,0,5,NA,NA,2,5,5,5,5,5,2,3,3,4,NA,3,3,3,5,5,5,3,1,0,2,0,1,3,"Yes a lot",9,5,1,1,1,1,7,7,0,1,1,NA,0,1,1,55,1,1982,1981,1,1982,1,1994,1,5,10,1,0,1965,53,NA,"town",1,16,11,5,1,2011,"Self-employed",0,NA,1,0,NA,10,10,50,50,41,5,7110,1,1,0,0,"No",6,NA,2,NA,"UKJ",1,1,1,3,3,5,5,2,2,2,2,2,3,2,2,3,4,4,4,5,3,5,5,5,5,3,5,5,1,2,2,5,3,2,6,5,1,5,6,2,1.2793198
40555,"GB",150,5,180,7,5,6,1,NA,3,NA,3,8,7,8,7,6,NA,5,"Yes",1,0,0,0,0,0,0,0,0,1,5,1,2,7,7,7,7,NA,8,4,1,5,2,NA,1,1,1,7,7,5,8,6,4,3,0,3,1,"No",9,2,0,NA,NA,0,5,7,1,1,1,NA,1,1,1,2,1,2005,2001,0,NA,0,NA,0,NA,3,1,0,1982,36,6,"city",6,23,18,1,NA,NA,"Self-employed",0,NA,1,0,NA,10,10,20,20,74,5,3431,0,0,NA,NA,"No",2,6,1,NA,"UKD",4,4,3,10,6,3,3,4,3,2,1,1,5,2,2,3,3,4,4,2,3,2,1,2,2,5,1,3,3,3,3,2,1,3,5,5,2,2,5,2,1.4077727
40615,"GB",30,5,15,8,7,7,3,2,3,2,3,7,10,9,4,5,4,6,"Yes",1,0,0,0,0,0,0,0,0,1,5,1,3,8,7,5,8,8,7,3,2,4,4,8,1,1,1,10,8,8,8,6,1,3,0,1,2,"Yes a lot",7,7,1,2,2,5,7,7,0,1,1,NA,0,1,1,1,1,1960,1954,1,1978,1,1949,1,4,2,2,0,1935,83,1,"town",7,18,25,6,1,2001,"Employee",NA,1,5,1,15,10,10,NA,30,85,2,2310,0,0,NA,NA,"No",4,6,1,4,"UKK",3,3,2,10,10,7,7,4,3,2,2,2,4,2,3,3,2,3,2,1,5,3,1,1,4,6,1,3,4,1,2,1,3,4,2,3,1,2,1,3,1.9150739
40626,"GB",120,1,NA,1,1,7,3,3,1,2,1,5,3,8,3,2,2,NA,"Yes",NA,0,0,0,0,0,0,0,0,1,NA,1,3,1,1,8,9,1,9,5,2,3,2,5,4,4,4,8,3,1,9,5,2,4,0,2,2,"No",10,8,1,2,2,6,3,3,0,1,1,NA,0,1,1,2,1,1995,1962,1,1962,1,1962,1,2,2,1,1,1940,78,5,"town",1,15,10,1,NA,NA,"Employee",NA,1,4,0,NA,1,1,13,13,47,4,5223,0,0,NA,NA,"No",4,NA,1,NA,"UKD",2,3,2,6,6,6,6,3,3,2,2,2,2,1,2,3,3,4,3,2,5,2,5,3,2,3,5,3,5,2,2,6,2,5,2,5,2,2,2,3,1.1678717
40730,"GB",30,5,150,5,4,3,2,3,1,2,2,2,5,4,3,3,4,6,"Yes",1,0,0,0,0,1,0,0,1,0,5,NA,NA,8,4,5,5,7,4,2,1,5,3,6,2,2,3,5,4,4,7,3,4,3,0,2,3,"Yes to some extent",6,4,0,NA,NA,0,7,7,0,1,1,NA,0,1,1,2,1,1998,1998,1,2000,1,2001,0,NA,8,2,1,1980,38,1,"suburbs",5,18,21,1,NA,NA,"Employee",NA,1,4,1,5,2,5,30,30,86,2,2221,0,0,NA,NA,"Yes, currently",1,8,1,1,"UKJ",2,3,2,10,8,3,5,4,2,1,2,1,1,3,2,4,4,4,3,4,5,1,3,1,3,3,1,2,2,2,1,4,1,4,2,1,1,1,3,3,1.8682693
40742,"GB",120,5,120,6,6,5,2,2,2,2,3,7,7,10,2,5,3,6,"Yes",1,1,0,0,0,1,0,0,0,1,3,1,2,8,2,0,4,6,7,3,1,5,1,5,1,1,1,10,8,7,8,5,4,3,0,1,2,"Yes to some extent",6,6,0,NA,NA,0,7,7,0,1,1,NA,0,1,1,1,1,2004,2013,1,2013,0,NA,1,2,3,4,0,1987,32,6,"town",7,23,19,1,NA,NA,"Employee",NA,1,5,0,NA,10,4,60,40,35,4,2149,0,0,NA,NA,"No",1,7,2,1,"UKL",2,2,2,10,6,5,5,4,4,4,2,2,3,2,2,3,3,4,3,2,3,1,3,3,4,5,1,3,5,2,1,1,4,5,5,3,2,2,5,4,4.5124855
40756,"GB",35,5,540,5,2,3,3,2,2,2,2,6,6,4,3,4,3,3,"Yes",2,0,0,0,0,0,0,0,0,0,5,NA,NA,6,4,5,6,8,5,2,5,1,5,5,4,4,4,1,4,2,5,4,0,2,0,2,2,"No",8,8,1,6,19,7,5,1,0,1,1,NA,1,0,0,1,1,1998,0,1,2000,1,2000,1,1,9,4,0,1976,42,1,"suburbs",5,21,16,1,NA,NA,"Employee",NA,1,5,1,2,5,6,60,65,80,4,5414,0,1,1,0,"Yes, previously",1,7,2,1,"UKD",2,3,2,7,6,7,7,4,3,3,3,3,1,1,2,3,4,4,3,1,3,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,2,5.6310906
40768,"GB",60,5,30,1,2,2,4,1,1,2,1,6,8,9,5,5,2,6,"Yes",2,0,0,0,0,0,0,0,0,1,2,2,4,2,2,1,3,7,5,1,2,5,1,4,2,4,3,9,5,3,3,5,0,1,0,3,3,"No",7,3,0,NA,NA,0,7,7,0,1,1,NA,0,1,1,2,1,1975,1976,1,1976,1,1976,1,2,8,1,1,1959,59,5,"village",1,16,11,1,NA,NA,"Employee",NA,3,1,0,NA,7,0,18,18,97,2,5100,0,1,0,0,"Yes, previously",1,1,3,NA,"UKK",4,2,3,2,5,9,9,4,4,4,3,1,1,2,1,3,4,3,4,5,6,1,5,1,5,2,2,1,6,1,1,4,3,6,2,5,1,2,2,5,1.1193396
40788,"GB",240,5,240,5,10,5,2,2,1,1,2,2,7,10,3,3,3,5,"Yes",2,0,0,0,0,0,0,0,0,0,5,NA,NA,7,5,4,7,3,8,2,3,3,4,1,2,3,3,5,1,3,10,7,4,3,0,1,3,"Yes to some extent",10,7,1,2,5,4,6,6,0,1,1,NA,0,1,1,1,1,1978,1978,1,1992,1,1992,1,2,10,4,0,1962,56,1,"village",1,16,11,1,NA,NA,"Employee",NA,1,5,0,NA,7,0,45,60,49,4,8332,0,0,NA,NA,"Yes, currently",1,5,2,1,"UKD",3,2,2,5,5,6,4,4,3,1,2,2,3,3,3,3,4,3,2,4,4,4,5,4,5,4,3,3,3,4,3,4,4,5,2,4,1,3,3,4,3.9962153
40821,"GB",900,3,NA,7,7,5,2,2,2,2,1,6,6,6,6,6,4,6,"Yes",1,0,0,0,0,0,0,0,0,1,8,1,2,10,7,8,4,4,7,4,2,2,4,0,2,2,3,5,3,2,10,7,1,4,0,2,2,"No",8,3,1,1,1,5,7,1,0,1,1,NA,0,1,1,2,1,1966,1976,1,1976,1,1976,1,2,0,3,0,1950,68,1,"town",3,16,11,1,NA,NA,"Self-employed",3,NA,1,1,3,8,10,40,30,45,4,1439,0,0,NA,NA,"No",1,10,1,2,"UKC",3,3,2,10,10,10,10,4,3,1,2,3,4,2,2,4,2,2,3,2,5,2,2,2,3,5,2,2,2,1,2,4,2,3,2,2,2,2,2,2,2.6828165
40908,"GB",120,5,300,3,5,5,2,2,3,2,3,5,6,6,5,5,4,4,"Yes",1,0,0,0,0,0,0,1,1,1,3,2,1,8,6,3,5,7,7,2,2,5,2,2,2,2,2,6,7,6,8,3,3,2,1,1,2,"No",7,2,0,NA,NA,6,5,4,0,1,1,NA,0,1,1,2,1,1983,1991,1,1993,0,NA,1,3,6,3,0,1973,45,6,"village",6,22,16,1,NA,NA,"Employee",NA,1,5,1,1,9,7,37,37,62,1,2149,0,1,0,0,"No",1,7,1,1,"UKE",2,2,2,10,8,4,4,4,4,2,2,1,2,2,2,5,4,3,4,2,5,3,4,2,5,5,2,2,3,1,2,5,3,4,5,5,3,2,5,4,2.5416446
40935,"GB",20,5,15,5,4,5,2,2,1,2,2,8,9,9,7,7,5,6,"Yes",1,0,0,0,0,0,0,0,1,1,7,1,2,8,7,8,8,6,7,2,2,4,2,7,2,2,3,8,7,7,8,6,1,3,0,1,1,"No",8,3,0,NA,NA,0,7,7,0,1,1,NA,0,NA,1,1,1,1985,1988,1,1989,1,1991,1,3,7,3,0,1971,47,1,"village",3,15,10,1,NA,NA,"Self-employed",0,NA,1,0,NA,8,10,60,60,43,5,9622,0,0,NA,NA,"No",2,8,1,2,"UKK",3,2,3,8,8,4,4,3,3,2,3,3,4,2,3,4,2,4,4,2,5,4,2,5,4,2,3,4,5,2,2,5,2,4,2,4,2,4,4,4,4.047812
40940,"GB",60,5,180,2,3,4,3,2,2,2,2,5,6,8,3,3,3,3,"Yes",2,0,0,0,0,0,0,0,0,0,5,NA,NA,8,6,6,6,7,8,2,2,5,2,5,2,2,2,7,6,7,9,5,4,3,0,3,1,"No",7,7,0,NA,NA,6,6,3,0,1,1,NA,0,1,1,1,1,1989,1991,1,1991,1,1995,1,3,9,3,1,1973,46,1,"town",2,16,11,1,NA,NA,"Employee",NA,1,1,1,NA,8,5,39,40,81,4,1439,0,0,NA,NA,"Yes, previously",1,9,1,1,"UKD",3,3,3,9,7,7,7,3,3,1,1,1,3,2,3,3,3,2,2,5,5,2,2,4,5,2,4,2,5,4,2,3,2,5,2,2,2,2,3,4,2.0558572
40955,"GB",15,5,30,6,7,9,2,2,2,3,2,4,8,8,4,4,3,7,"Yes",3,0,0,0,0,1,0,1,0,1,6,3,2,8,4,3,7,5,6,3,2,4,2,6,2,2,3,5,4,5,8,3,4,5,0,1,2,"No",5,0,0,NA,NA,0,6,7,0,1,1,NA,0,1,1,1,1,1978,1988,1,1988,1,1988,1,1,0,2,0,1962,57,1,"town",5,17,19,1,NA,NA,"Employee",NA,1,3,0,NA,0,4,39,42,49,4,8331,0,0,NA,NA,"Yes, previously",1,7,1,1,"UKF",4,3,2,10,10,4,4,3,3,2,2,2,4,2,4,4,3,3,3,3,4,1,3,1,3,2,2,3,2,2,2,4,1,6,1,4,1,1,2,2,1.9505227
40965,"GB",30,5,180,3,4,5,3,3,2,3,2,1,1,4,0,1,0,4,"Yes",2,0,0,0,0,0,0,0,0,0,3,NA,NA,8,6,5,5,4,7,2,2,5,1,5,2,2,2,8,9,8,9,7,4,2,0,2,2,"No",8,9,1,6,19,6,6,6,0,1,1,NA,0,0,1,1,1,2004,2006,1,2006,1,2006,1,2,1,4,1,1981,38,1,"suburbs",5,21,16,8,NA,NA,"Self-employed",0,NA,1,0,NA,10,10,15,0,10,5,7512,1,1,0,1,"Yes, previously",2,10,1,2,"UKH",4,3,2,9,8,8,6,3,3,2,2,2,3,2,3,3,4,2,3,1,4,1,3,2,2,4,4,2,2,2,2,4,3,4,3,4,2,2,4,2,1.8095343
40985,"GB",120,5,360,3,4,4,2,2,1,1,3,0,6,6,0,0,0,5,"Yes",2,0,0,0,0,0,0,0,0,0,5,NA,NA,5,3,0,4,2,3,2,2,5,2,5,2,2,2,6,10,7,8,6,1,4,0,2,2,"No",0,0,1,2,10,9,2,1,0,1,1,NA,0,1,1,1,1,1986,1986,1,1986,1,1986,1,5,3,2,0,1967,51,1,"town",2,16,14,1,NA,NA,"Employee",NA,1,5,1,5,10,2,37,37,56,2,9412,0,1,1,0,"No",1,7,2,1,"UKJ",2,2,1,2,5,5,5,3,3,2,1,1,4,2,2,4,2,3,2,2,5,2,3,2,2,2,2,2,3,2,2,3,2,2,2,3,2,3,1,2,2.5586395
41015,"GB",180,5,180,10,10,8,1,4,5,4,4,9,9,9,7,5,5,5,"Yes",3,0,0,0,0,1,0,0,1,1,7,3,2,8,8,3,7,7,9,2,1,5,2,5,2,2,2,8,7,7,8,4,0,2,0,1,1,"No",7,2,0,NA,NA,0,7,7,0,1,1,NA,0,0,0,1,1,1977,1980,1,1987,1,1989,1,3,6,2,0,1961,57,4,"town",5,19,14,6,1,2018,"Employee",NA,1,5,0,NA,10,7,37,NA,NA,4,2424,0,0,NA,NA,"Yes, previously",4,6,1,4,"UKH",4,4,4,7,10,5,3,4,4,2,2,1,4,4,3,5,3,4,4,5,5,3,5,2,5,3,1,1,5,1,3,2,3,4,1,5,2,2,5,5,1.7587035
41021,"GB",0,2,NA,5,5,6,4,2,2,2,1,5,4,4,5,5,4,4,"Yes",1,0,0,0,0,0,0,0,0,1,5,1,3,4,4,4,3,3,2,3,2,4,2,4,2,2,2,3,4,5,7,6,4,2,0,2,3,"Yes a lot",8,7,0,NA,NA,5,7,3,0,1,1,NA,0,0,1,2,1,NA,1968,1,1978,0,NA,1,4,7,1,0,1949,69,6,"suburbs",1,15,10,5,1,NA,"Employee",NA,2,5,0,NA,8,0,40,40,84,2,NA,1,0,NA,NA,"No",4,NA,1,NA,"UKL",2,2,3,4,4,5,6,4,2,3,1,1,1,4,2,4,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1.2386994
41122,"GB",45,5,360,5,5,5,3,3,1,3,1,3,3,3,2,3,3,2,"No",NA,0,0,0,0,0,0,0,0,0,5,NA,NA,0,3,1,1,6,5,5,1,5,1,5,3,3,4,5,5,3,1,7,3,4,0,2,2,"Yes to some extent",5,4,0,NA,NA,3,7,6,0,1,1,NA,0,1,1,2,1,2002,2008,1,2008,0,NA,1,1,10,1,0,1987,31,6,"suburbs",2,15,11,8,NA,NA,"Employee",NA,1,2,0,NA,5,1,44,44,45,4,7231,0,0,NA,NA,"No",1,3,3,NA,"UKH",3,3,2,5,5,8,5,3,2,4,1,1,4,3,2,2,2,3,3,3,4,3,2,2,2,3,3,2,2,3,2,4,3,2,3,2,1,3,4,2,1.6017059
41135,"GB",30,4,120,3,4,5,3,2,1,2,1,1,3,8,2,4,5,5,"No",NA,0,0,0,0,0,0,1,0,0,5,NA,NA,4,2,0,1,5,7,2,1,5,2,4,2,2,2,2,3,6,8,7,3,1,1,3,3,"No",10,4,0,NA,NA,7,7,2,1,1,1,NA,0,1,1,1,1,1998,1998,1,2005,1,2014,1,2,1,4,1,1979,39,1,"town",5,18,14,8,NA,NA,"Employee",NA,2,5,0,NA,0,0,12,12,86,2,5321,0,1,0,0,"No",1,4,2,1,"UKN",2,2,1,4,5,4,3,4,4,2,2,1,3,3,1,4,2,5,4,3,6,1,6,1,3,5,1,1,4,1,1,6,2,5,3,5,1,1,3,3,1.7916948
41189,"GB",30,5,30,5,5,7,3,2,1,2,2,7,8,9,6,4,2,6,"Yes",1,1,0,0,0,1,0,0,0,1,8,1,2,8,6,7,7,7,8,2,2,4,3,4,2,3,2,7,8,7,8,4,4,3,0,2,2,"No",9,8,1,2,2,7,4,1,0,1,1,NA,0,1,1,1,1,1952,1957,1,1964,1,1964,1,3,7,2,0,1935,83,1,"village",5,15,10,6,1,2000,"Employee",NA,1,5,0,NA,8,0,35,45,85,2,2100,0,0,NA,NA,"Yes, previously",4,7,1,4,"UKJ",5,3,3,9,7,7,7,3,3,1,1,1,4,2,2,2,3,2,4,2,5,2,2,3,3,3,2,2,3,3,2,3,1,3,2,2,2,1,2,3,1.8157886
41242,"GB",30,5,240,3,5,6,1,3,2,3,3,7,7,9,6,5,7,6,"Not eligible to vote",NA,1,0,0,0,1,1,1,1,0,5,NA,NA,6,5,4,8,8,3,2,3,5,2,10,1,2,2,8,8,7,6,5,1,4,0,2,3,"No",7,7,1,1,1,10,3,1,0,0,0,2012,0,0,0,1,1,1990,1994,1,2001,1,2002,1,1,1,2,1,1973,45,5,"city",7,22,22,1,NA,NA,"Employee",NA,1,4,0,NA,7,1,40,50,70,6,2411,1,1,0,1,"No",1,5,3,1,"UKI",3,3,3,3,3,3,5,4,4,2,4,2,4,2,2,3,4,5,4,2,4,1,3,1,2,1,2,3,2,2,2,2,3,2,3,4,2,1,2,2,1.1494894
41266,"GB",120,5,360,7,7,7,1,1,5,1,5,2,8,8,4,4,3,3,"Yes",6,1,1,1,1,1,0,1,1,1,4,6,1,9,3,3,0,7,6,1,1,5,1,3,1,1,1,8,8,8,10,7,4,4,0,1,1,"No",7,7,1,2,2,7,5,2,0,1,1,NA,0,1,1,1,1,1977,1979,1,1980,1,1984,0,NA,1,2,1,1959,59,1,"town",4,18,15,1,NA,NA,"Self-employed",0,NA,1,0,NA,10,10,34,0,69,4,4311,0,1,0,0,"No",1,3,2,1,"UKG",2,2,1,9,6,6,6,4,2,2,2,2,1,2,1,5,4,4,5,1,6,1,5,1,2,2,1,2,4,1,1,3,4,6,2,5,1,1,5,4,3.3830783
41308,"GB",0,5,180,3,3,5,4,3,2,2,2,3,6,8,0,0,0,0,"No",NA,0,0,0,0,0,0,0,0,0,5,NA,NA,8,2,3,3,5,6,2,2,4,2,5,3,3,3,2,2,2,9,4,4,2,1,2,1,"No",5,4,0,NA,NA,0,7,7,0,1,1,NA,0,1,1,55,1,2000,2003,1,2003,1,2008,1,3,8,4,1,1984,34,2,"village",4,16,12,1,NA,NA,"Self-employed",0,NA,1,0,NA,10,10,25,25,85,5,5165,0,0,NA,NA,"No",2,1,2,2,"UKH",3,3,3,8,5,7,6,3,3,3,3,2,2,4,2,4,4,4,2,2,3,2,3,3,4,2,2,2,4,2,2,3,4,4,3,4,2,2,2,3,1.4188308
