"idno","cntry","nwspol","netusoft","netustm","ppltrst","pplfair","pplhlp","polintr","psppsgva","actrolga","psppipla","cptppola","trstprl","trstlgl","trstplc","trstplt","trstprt","trstep","trstun","vote","prtvtcgb","contplt","wrkprty","wrkorg","badge","sgnptit","pbldmn","bctprd","pstplonl","clsprty","lrscale","prtclcgb","prtdgcl","stflife","stfeco","stfgov","stfdem","stfedu","stfhlth","gincdif","freehms","hmsfmlsh","hmsacld","euftf","imsmetn","imdfetn","impcntr","imbgeco","imueclt","imwbcnt","happy","sclmeet","inprdsc","sclact","crmvct","aesfdrk","health","hlthhmp","atchctr","atcherp","rlgblg","rlgdnm","rlgdngb","rlgdgr","rlgatnd","pray","dscrgrp","ctzcntr","brncntr","livecnta","blgetmg","facntr","mocntr","vteumbgb","evpdemp","pdempyr","lvpntyr","evlvptn","lvptnyr","evmar","maryr","bthcld","nbthcld","plnftr","hhmmb","gndr","yrbrn","agea","maritalb","domicil","eisced","edagegb","eduyrs","mnactic","pdjobev","pdjobyr","emplrel","emplno","wrkctra","estsz","jbspv","njbspv","wkdcorga","iorgact","wkhct","wkhtot","nacer2","tporgwk","isco08","wrkac6m","uemp3m","uemp12m","uemp5yr","mbtru","hincsrca","hinctnta","hincfel","iincsrc","region","frprtpl","gvintcz","poltran","ifredu","ifrjob","evfredu","evfrjob","recskil","recexp","recknow","recimg","recgndr","sofrdst","sofrwrk","sofrpr","sofrprv","ppldsrv","jstprev","pcmpinj","ipcrtiv","imprich","ipeqopt","ipshabt","impsafe","impdiff","ipfrule","ipudrst","ipmodst","ipgdtim","impfree","iphlppl","ipsuces","ipstrgv","ipadvnt","ipbhprp","iprspot","iplylfr","impenv","imptrad","impfun","anweight"
18272,"GB",120,5,180,7,7,7,2,2,3,2,2,5,7,8,3,4,4,3,"Yes",2,1,0,0,1,1,0,1,1,1,2,2,2,9,4,2,4,5,5,2,2,5,2,5,1,1,1,9,10,9,9,7,4,3,0,1,2,"No",9,6,1,2,2,3,7,7,0,1,1,NA,0,1,1,1,1,1990,1985,1,1995,1,2001,0,NA,4,2,0,1971,47,1,"countryside",4,18,13,1,NA,NA,"Employee",NA,1,2,0,NA,9,2,84,0,84,2,5000,0,0,NA,NA,"Yes, currently",1,8,1,1,"UKD",2,3,2,9,7,3,3,4,2,3,1,1,1,2,1,5,2,2,2,2,5,1,4,6,2,5,1,2,2,4,1,5,2,2,1,5,2,1,2,2,2.8155453
18273,"GB",120,5,240,6,10,10,2,3,1,2,1,8,8,10,8,8,2,5,"Yes",3,0,0,0,0,0,0,1,0,1,5,3,2,9,6,6,10,3,6,2,1,5,4,3,2,3,3,5,2,2,9,4,2,3,0,2,3,"Yes a lot",10,3,1,2,2,5,4,6,0,1,1,NA,0,1,1,1,1,1962,1964,1,1964,1,1964,1,7,10,1,1,1946,72,4,"town",5,16,11,6,1,2012,"Employee",NA,2,2,0,NA,8,8,27,30,88,2,5322,0,0,NA,NA,"Yes, previously",4,2,2,NA,"UKK",3,3,2,9,2,9,5,4,3,1,1,1,1,1,1,2,4,4,4,3,6,1,5,1,2,5,2,2,5,2,2,5,2,5,2,5,2,2,2,4,1.1193396
18289,"GB",60,3,NA,1,10,8,3,1,3,1,2,0,2,8,0,0,0,3,"Yes",1,0,0,0,0,0,0,1,0,1,5,7,2,3,2,5,4,3,6,2,4,3,4,1,2,2,4,0,0,0,5,5,1,3,0,NA,3,"Yes a lot",2,0,0,NA,NA,0,7,7,1,1,1,NA,0,1,1,2,1,1957,1965,1,1965,1,1965,1,3,10,3,0,1941,77,1,"suburbs",7,15,19,6,1,2007,"Employee",NA,3,3,0,NA,3,5,40,60,29,4,7233,0,0,NA,NA,"No",4,NA,2,4,"UKG",1,2,1,0,0,0,0,3,3,2,2,2,3,2,2,4,2,4,4,1,1,1,1,5,5,5,6,6,5,1,1,1,2,1,1,1,1,2,2,3,4.3410726
18315,"GB",60,5,60,5,5,5,1,3,1,3,3,5,6,7,5,5,4,3,"No",NA,0,0,0,0,1,0,1,0,0,6,NA,NA,6,5,5,4,7,7,3,1,5,1,2,2,2,2,5,5,5,4,4,2,1,1,2,2,"No",6,4,0,NA,NA,2,5,7,0,1,1,NA,0,1,1,2,1,2001,2001,1,2001,1,2016,1,1,5,4,1,1982,36,1,"suburbs",4,19,13,8,1,2009,"Employee",NA,3,1,0,NA,3,3,35,40,47,4,3250,0,1,0,0,"No",1,2,2,6,"UKD",3,3,3,7,7,7,7,3,3,2,1,2,3,1,3,3,3,3,3,1,5,1,5,1,4,1,1,1,5,2,1,6,3,6,1,4,1,1,1,5,3.083786
18349,"GB",180,5,120,5,6,6,2,2,2,2,2,3,3,4,2,3,4,5,"Yes",3,1,0,0,0,1,0,1,0,1,4,3,3,5,2,2,3,4,4,3,1,4,2,5,2,2,2,6,7,7,6,5,4,3,0,2,2,"No",5,7,0,NA,NA,3,7,7,0,1,1,NA,0,1,1,1,1,1995,1990,1,2000,1,2003,0,NA,7,2,1,1971,47,1,"suburbs",7,28,22,4,1,2017,"Self-employed",0,NA,1,0,NA,10,10,40,40,85,1,2310,0,0,NA,NA,"No",1,9,1,7,"UKM",2,2,2,9,9,10,5,3,3,2,2,2,3,2,2,4,4,4,4,3,6,4,3,4,5,5,4,2,5,1,2,5,4,6,4,4,3,3,4,6,2.2475832
18426,"GB",60,5,480,1,7,7,1,2,5,2,4,2,6,7,1,0,5,4,"No",NA,1,0,0,0,0,0,0,0,0,5,NA,NA,10,6,0,0,7,3,4,1,5,3,10,3,3,3,7,7,7,9,5,4,2,0,1,1,"No",7,7,1,3,12,10,5,7,0,1,0,1996,1,0,0,1,0,NA,0,0,NA,0,NA,0,NA,3,5,0,1993,25,6,"suburbs",7,NA,19,2,NA,NA,"Self-employed",0,NA,1,1,1,8,4,NA,15,85,5,1439,0,0,NA,NA,"No",1,10,1,9,"UKI",4,3,2,10,10,10,10,3,3,4,2,2,5,2,1,5,4,4,4,1,6,1,6,3,4,2,1,1,4,1,1,5,2,4,2,2,2,1,1,5,9.873326
18487,"GB",360,4,120,10,2,10,2,2,3,2,3,0,1,1,0,0,0,0,"Yes",13,1,0,0,0,1,0,1,1,0,NA,NA,NA,8,0,0,5,0,0,2,1,5,1,NA,2,2,2,10,10,7,8,6,3,3,0,2,2,"No",4,0,1,1,1,3,4,1,0,1,1,NA,0,1,1,1,0,NA,1995,1,2000,0,NA,0,NA,5,1,1,1975,43,6,"town",5,19,15,8,1,2014,"Employee",NA,3,1,0,NA,5,0,NA,38,56,4,5132,0,0,NA,NA,"No",6,1,2,NA,"UKN",2,2,2,5,5,5,5,2,2,2,1,2,2,2,1,2,2,4,2,3,6,1,3,1,3,6,1,3,3,1,1,5,5,1,6,5,1,1,1,1,0.8958474
18511,"GB",30,1,NA,5,5,7,2,3,1,3,1,5,5,5,5,5,NA,NA,"Yes",1,0,0,0,0,0,0,0,0,1,8,1,2,6,5,6,NA,10,5,3,3,3,3,NA,3,3,3,6,5,7,5,3,4,2,0,2,2,"Yes to some extent",10,1,0,NA,NA,3,6,4,0,1,1,NA,0,1,1,NA,1,1948,1955,1,1955,1,1955,1,5,10,1,1,1930,88,1,"suburbs",1,18,13,6,1,1955,"Employee",NA,NA,NA,0,NA,0,0,40,40,NA,1,4419,0,0,NA,NA,"No",NA,NA,2,NA,"UKM",3,4,4,4,5,5,5,2,2,1,2,2,2,3,2,2,2,2,2,6,5,3,3,1,3,3,2,3,1,1,1,2,3,6,3,1,1,2,2,5,1.2767855
18519,"GB",80,5,480,0,5,5,1,4,5,5,4,6,8,7,5,3,7,8,"No",NA,1,0,1,0,1,0,1,1,1,6,3,3,9,5,2,4,5,6,2,1,5,1,5,1,1,1,9,9,10,10,6,4,3,0,1,2,"No",5,8,1,1,1,4,6,1,0,1,0,1981,0,1,1,1,1,2004,1987,1,2000,1,2018,0,NA,1,2,0,1979,39,1,"village",6,24,18,1,NA,NA,"Employee",NA,1,2,1,7,10,9,56,45,62,4,2519,0,1,0,0,"No",2,10,1,1,"UKF",4,2,1,10,10,3,8,4,2,1,1,1,5,2,1,4,3,5,4,1,5,2,2,1,3,6,1,6,3,2,2,3,2,4,2,1,2,1,4,4,2.7484937
18522,"GB",240,1,NA,5,6,6,1,1,1,1,3,4,6,9,4,0,0,8,"Yes",1,0,0,0,0,0,0,0,0,1,5,1,2,9,9,6,8,8,10,2,2,4,4,7,3,3,3,4,6,3,8,1,5,2,0,2,2,"No",7,7,1,2,2,8,7,1,0,1,1,NA,0,1,1,2,1,1953,1970,1,1975,1,1977,0,NA,6,1,0,1937,81,5,"town",1,15,10,6,1,2002,"Employee",NA,1,5,0,NA,8,8,37,42,47,4,5414,0,1,0,0,"Yes, previously",4,2,1,NA,"UKD",3,2,3,7,4,8,6,2,2,2,1,1,1,2,1,4,2,2,2,2,5,2,5,5,5,2,2,2,5,2,2,5,2,5,2,5,2,2,2,2,0.99905384
18550,"GB",60,5,120,6,6,6,1,2,5,2,5,2,3,3,0,1,0,2,"Yes",1,0,0,0,0,0,0,0,1,1,7,1,2,8,6,6,3,6,6,4,2,5,2,1,2,2,2,6,6,6,8,5,1,2,0,1,1,"No",8,2,0,NA,NA,2,7,7,0,1,1,NA,0,1,1,2,1,1977,1973,1,1985,1,1985,1,2,2,1,0,1955,63,4,"countryside",6,22,17,6,1,2013,"Employee",NA,1,2,1,20,10,10,40,80,23,4,1321,1,0,NA,NA,"No",4,7,1,NA,"UKE",2,3,3,10,10,7,6,4,4,2,1,1,5,2,4,5,2,4,4,1,5,2,2,4,4,5,1,1,6,1,2,3,2,5,3,3,1,2,5,6,0.90186447
18552,"GB",10,5,120,6,4,3,3,4,2,4,2,8,4,8,4,4,6,7,"Yes",1,1,0,0,0,1,0,0,0,1,9,1,3,10,5,7,5,4,6,3,1,4,2,6,3,3,3,6,1,3,10,4,1,4,0,2,2,"Yes to some extent",10,5,1,2,2,10,7,1,0,1,1,NA,0,1,1,2,1,2003,1974,1,1974,1,1974,1,2,7,2,1,1953,66,1,"town",NA,15,11,1,NA,NA,"Employee",NA,1,4,0,NA,2,3,16,16,47,4,5223,0,0,NA,NA,"No",1,4,1,1,"UKJ",4,3,3,10,10,8,3,2,3,2,2,1,3,2,2,3,2,4,4,1,6,1,5,1,2,6,1,1,3,2,1,5,1,3,6,5,1,1,1,1,2.122618
18652,"GB",90,5,150,7,5,4,1,2,3,2,4,2,7,5,1,1,1,8,"No",NA,0,0,0,0,1,0,1,1,1,6,1,3,9,7,7,8,5,5,4,1,5,1,5,2,2,3,7,9,9,9,6,3,3,0,3,1,"No",10,8,0,NA,NA,8,5,2,0,1,1,NA,0,1,1,2,1,1997,1993,1,1999,1,2002,1,3,5,5,1,1974,45,1,"countryside",7,21,23,8,1,2007,"Employee",NA,1,5,1,12,10,3,40,45,64,4,2433,0,0,NA,NA,"Yes, previously",1,10,1,9,"UKJ",3,2,3,10,7,5,5,4,4,3,2,3,5,2,2,4,4,4,3,1,3,1,3,2,1,3,1,3,2,1,1,2,2,1,2,2,2,2,5,2,1.8682693
18678,"GB",60,4,60,7,7,7,3,2,2,2,2,4,4,8,3,3,3,5,"Yes",1,1,0,0,0,0,0,0,0,1,8,1,2,5,5,4,5,6,6,2,2,4,2,NA,2,2,2,6,7,7,5,5,4,3,1,4,1,"No",7,3,0,NA,NA,0,7,7,0,1,1,NA,0,1,1,2,1,2010,1992,1,1997,1,2008,1,3,8,3,1,1968,51,3,"city",2,16,10,1,NA,NA,"Employee",NA,1,3,0,NA,6,4,38,38,53,4,1346,0,0,NA,NA,"No",1,NA,4,1,"UKF",3,2,2,NA,5,5,5,2,3,NA,2,3,2,3,3,5,3,5,5,4,4,2,3,1,4,4,2,2,4,2,1,4,2,4,3,5,3,1,3,5,3.0103471
18707,"GB",120,1,NA,8,8,7,3,3,3,2,2,4,8,8,3,2,2,5,"Yes",2,0,0,0,0,0,0,0,0,1,7,2,1,10,6,5,7,7,5,2,1,5,2,5,1,2,3,7,7,6,7,5,3,3,0,2,1,"No",7,7,0,NA,NA,1,5,7,0,1,1,NA,0,1,1,1,1,1998,1995,1,2000,1,2003,1,2,3,4,1,1977,41,1,"suburbs",6,21,20,1,NA,NA,"Employee",NA,1,4,1,3,8,7,30,35,86,2,2221,0,0,NA,NA,"Yes, currently",1,9,1,1,"UKC",3,3,3,9,9,7,7,3,3,2,1,2,2,3,2,3,4,3,3,3,5,3,4,3,4,4,2,2,4,2,2,4,2,6,3,2,2,4,2,3,1.840237
18773,"GB",20,5,180,5,5,3,3,2,2,2,NA,5,5,8,1,1,NA,NA,"No",NA,0,0,0,0,1,0,0,0,0,5,NA,NA,8,4,4,NA,8,3,3,1,5,2,5,2,2,2,5,7,5,8,7,4,4,1,2,2,"No",2,2,1,2,2,5,6,6,0,1,1,NA,0,1,1,NA,1,2000,1997,1,2001,0,NA,1,2,1,4,1,1984,34,6,"town",5,16,17,8,NA,NA,"Employee",NA,1,1,1,4,5,1,17,17,47,4,3213,0,0,NA,NA,"Yes, currently",1,6,1,1,"UKG",4,3,2,9,4,5,5,3,2,1,2,2,2,2,2,2,3,4,4,2,5,1,2,3,2,4,2,3,4,1,1,3,1,4,4,4,1,2,5,3,4.6695375
18784,"GB",60,5,360,4,5,7,2,3,1,3,2,5,7,6,0,0,0,3,"No",NA,0,0,0,0,0,0,0,0,0,5,NA,NA,NA,3,2,8,6,4,3,2,NA,5,1,3,3,3,8,7,9,NA,5,4,2,1,2,2,"No",7,1,1,2,2,10,3,1,1,1,0,2005,1,0,0,1,1,2009,2005,0,NA,0,NA,0,NA,7,1,1,1988,30,6,"suburbs",7,20,24,1,NA,NA,"Employee",NA,1,4,1,2,7,3,35,43,NA,4,2412,0,0,NA,NA,"No",1,8,1,NA,"UKI",2,3,1,9,7,7,5,4,4,2,3,2,4,2,2,4,4,4,4,2,3,2,6,1,3,3,2,1,3,2,1,1,1,3,3,3,1,5,3,4,1.8025976
18819,"GB",30,5,300,6,6,7,2,2,1,1,2,4,7,8,4,3,2,6,"Yes",1,0,0,0,0,0,0,0,0,1,3,1,2,10,3,3,1,7,8,3,1,4,1,3,3,2,2,8,8,7,10,7,3,5,0,2,2,"No",9,4,1,2,2,6,6,5,0,1,1,NA,0,1,1,2,1,1987,1992,1,1999,1,2000,1,1,8,4,0,1970,48,1,"town",5,17,15,1,NA,NA,"Employee",NA,3,1,1,6,8,5,46,55,68,4,3310,0,0,NA,NA,"Yes, previously",1,10,2,1,"UKH",2,2,1,1,10,5,5,3,4,2,1,1,4,2,2,4,4,3,2,2,3,1,1,1,2,3,2,1,3,1,1,2,1,4,1,3,2,1,1,2,4.956401
18831,"GB",30,4,60,4,5,7,2,2,2,2,1,5,0,0,4,5,0,2,"Yes",1,1,0,0,0,1,0,1,0,0,5,NA,NA,2,3,6,7,9,6,3,2,5,3,3,2,2,2,9,9,7,3,6,3,2,0,2,3,"No",10,8,1,1,1,4,5,3,0,1,1,NA,0,0,0,2,1,2008,1978,1,1978,1,1978,1,3,3,1,1,1956,62,5,"village",4,16,11,6,1,2008,"Self-employed",2,NA,1,1,2,10,10,36,40,77,4,3332,0,0,NA,NA,"No",4,NA,2,NA,"UKJ",4,4,3,10,7,10,6,4,3,1,1,1,4,2,2,3,2,4,2,1,6,1,5,4,2,4,1,5,6,3,1,4,2,2,1,6,2,1,5,6,1.061309
18871,"GB",60,5,480,5,6,7,2,3,2,2,2,4,5,6,4,5,6,6,"Yes",2,0,0,0,0,1,0,0,0,0,4,NA,NA,6,6,4,7,6,3,2,1,5,1,7,2,2,2,5,8,7,6,7,3,3,0,2,2,"No",6,5,0,NA,NA,0,7,7,0,1,1,NA,0,1,1,1,1,2013,2010,0,NA,0,NA,0,NA,4,1,0,1992,26,6,"suburbs",6,21,16,1,NA,NA,"Employee",NA,1,3,0,NA,7,5,40,40,62,4,2512,0,0,NA,NA,"No",1,3,2,NA,"UKF",4,3,2,8,7,4,4,3,4,4,2,2,3,2,2,4,2,3,2,3,5,2,2,2,2,4,2,2,2,2,2,3,2,3,4,4,2,2,3,2,1.776402
18872,"GB",60,5,60,9,9,9,1,4,4,3,4,8,9,9,4,4,4,7,"Yes",2,1,0,0,0,1,0,1,0,1,3,2,2,9,7,1,8,9,6,2,1,5,1,8,1,1,1,10,10,10,9,5,2,3,0,1,1,"No",7,5,0,NA,NA,0,5,7,0,1,1,NA,0,1,1,1,1,1993,1989,1,2015,1,2012,1,1,8,3,1,1971,47,1,"village",7,22,20,1,NA,NA,"Employee",NA,1,3,1,NA,9,10,NA,50,85,2,1345,0,0,NA,NA,"Yes, currently",1,10,1,1,"UKE",4,3,3,10,10,3,3,4,3,1,1,1,4,1,2,4,4,4,4,3,3,1,2,1,4,2,2,2,4,2,3,2,2,5,3,5,3,2,5,5,0.9279302
18982,"GB",20,5,120,5,8,7,2,3,2,2,1,4,7,9,3,3,2,5,"Yes",1,0,0,0,0,1,0,0,0,0,5,NA,NA,8,4,3,5,6,6,3,1,5,2,0,2,2,2,7,5,5,9,6,4,3,0,2,2,"No",8,3,0,NA,NA,1,7,7,0,1,1,NA,0,1,1,2,1,2003,2007,1,2007,1,2012,0,NA,7,2,0,1986,32,1,"city",3,15,15,1,NA,NA,"Self-employed",0,NA,4,0,NA,6,5,37,37,35,5,3111,0,1,0,1,"No",1,8,1,1,"UKK",3,3,3,9,8,8,8,3,3,3,2,2,4,2,4,4,4,4,4,3,2,1,2,3,2,2,2,1,2,2,2,2,1,2,2,3,1,1,3,2,3.4882348
18986,"GB",60,5,30,7,7,7,2,2,1,2,2,5,7,8,5,2,1,5,"Yes",1,0,0,1,0,0,0,0,0,1,7,1,3,8,8,4,7,6,7,4,2,4,4,2,2,2,2,5,6,6,8,6,4,4,1,2,1,"No",9,3,0,NA,NA,2,6,7,0,1,1,NA,0,1,1,2,1,1969,1971,1,1971,1,1971,1,2,4,2,0,1950,68,1,"city",6,24,19,6,1,2016,"Employee",NA,1,2,1,9,9,7,40,50,69,4,2411,0,0,NA,NA,"No",4,3,1,4,"UKI",5,3,2,9,8,5,5,3,3,1,1,2,5,1,2,4,2,4,4,1,5,1,2,3,1,4,3,4,3,1,2,3,4,2,4,4,2,2,3,3,2.2344
19032,"GB",30,1,NA,5,5,6,3,2,2,3,2,7,7,5,5,5,5,7,"Yes",NA,0,0,0,0,0,0,0,0,1,NA,NA,NA,8,NA,5,8,8,7,2,2,5,2,NA,2,2,3,7,NA,NA,8,6,4,3,1,2,3,"No",10,10,1,2,5,9,2,2,0,1,1,NA,0,1,1,NA,1,1955,1962,1,1962,1,1962,1,1,2,1,1,1940,78,5,"village",1,15,10,6,1,2000,"Employee",NA,1,1,1,3,5,0,0,20,56,2,9412,0,0,NA,NA,"Yes, previously",4,NA,1,NA,"UKF",3,2,1,7,7,7,5,3,1,2,1,2,1,3,2,3,3,4,3,6,6,1,5,1,5,5,3,3,3,3,2,4,2,5,4,5,2,1,3,3,1.1400592
19077,"GB",0,5,90,3,5,2,1,4,5,3,5,9,8,4,1,1,2,0,"Yes",1,0,0,0,0,1,0,NA,0,1,NA,1,3,10,NA,NA,8,0,3,5,1,4,2,4,2,2,2,8,8,7,10,2,1,1,1,2,2,"No",9,4,0,NA,NA,0,7,7,0,1,1,NA,0,1,1,1,1,1986,1983,1,1991,1,1996,1,2,10,2,1,1964,54,1,"town",5,17,12,1,NA,NA,"Employee",NA,1,5,0,NA,2,0,37,45,86,2,9112,0,0,NA,NA,"No",1,9,2,1,"UKD",5,2,3,10,10,5,7,4,4,4,1,3,4,2,2,4,2,4,4,3,4,5,3,3,3,5,5,4,4,1,3,4,3,4,5,5,3,3,6,4,2.0558572
19127,"GB",60,5,360,5,5,7,2,1,5,3,3,6,10,10,0,0,6,6,"Yes",2,0,0,0,0,1,0,0,0,0,5,NA,NA,7,0,0,0,4,5,2,1,5,3,10,2,2,2,6,9,9,7,5,2,3,1,1,1,"No",0,7,0,NA,NA,0,7,7,0,1,1,NA,0,1,1,1,1,2011,2018,1,2011,1,2016,0,NA,0,2,0,1990,28,1,"town",6,21,17,1,NA,NA,"Employee",NA,1,3,0,NA,10,10,37,40,71,4,3257,0,0,NA,NA,"No",1,8,2,1,"UKJ",3,3,2,10,10,2,2,3,3,1,1,1,NA,2,2,4,2,2,2,2,4,2,2,4,2,4,1,3,3,1,3,2,4,2,4,4,3,1,5,2,3.3073921
19128,"GB",30,5,240,8,8,8,2,3,5,3,3,3,3,4,2,3,4,6,"Yes",6,0,0,0,0,1,0,1,1,1,3,6,2,7,1,0,1,6,8,1,1,5,1,3,2,2,2,9,8,8,8,3,3,3,1,1,1,"No",8,8,0,NA,NA,1,7,7,0,1,1,NA,0,1,1,1,1,1976,1977,1,1983,1,1983,1,2,2,3,1,1958,60,1,"village",5,17,12,1,NA,NA,"Employee",NA,1,3,1,3,8,10,28,28,86,2,2221,0,0,NA,NA,"No",1,8,2,1,"UKK",3,3,2,10,10,5,5,4,3,2,2,2,4,2,2,4,3,5,5,3,5,3,5,5,5,5,2,2,5,4,2,5,5,4,5,5,3,1,3,4,3.3580189
19135,"GB",60,3,NA,5,5,3,2,2,1,2,3,4,6,10,2,2,2,3,"Yes",2,0,0,0,0,0,0,0,0,0,5,NA,NA,9,3,4,3,7,8,2,2,4,2,1,2,4,4,3,1,2,8,6,4,4,0,NA,1,"No",10,4,0,NA,NA,3,5,6,0,1,1,NA,0,1,1,1,1,1966,1971,1,1971,1,1971,1,2,9,1,1,1951,67,5,"village",4,15,10,6,1,2013,"Employee",NA,1,3,1,2,9,6,20,20,84,2,4110,0,0,NA,NA,"No",4,3,2,NA,"UKE",2,3,1,8,6,8,4,3,3,3,2,1,3,2,4,4,4,4,4,2,5,5,5,2,3,1,2,2,4,1,1,5,2,2,2,2,2,2,2,2,1.0542595
19213,"GB",30,1,NA,7,6,4,3,2,1,1,1,0,5,7,0,0,0,0,"Yes",NA,0,0,0,0,0,0,0,0,0,5,NA,NA,10,7,0,5,10,7,2,NA,NA,NA,2,2,2,2,5,5,2,10,5,3,2,0,4,3,"No",10,2,1,1,1,8,3,2,0,1,0,1955,0,0,0,55,1,1955,1955,1,1957,1,1957,1,4,10,1,1,1933,85,5,"town",1,14,8,6,1,1957,"Employee",NA,3,1,0,NA,0,0,20,20,81,6,9112,0,0,NA,NA,"No",4,1,2,NA,"UKI",2,2,1,NA,1,2,5,3,2,4,2,3,1,1,2,4,3,4,4,NA,5,1,2,2,5,4,4,2,5,5,2,5,1,5,1,2,1,4,5,2,1.3059824
19240,"GB",45,5,60,7,6,8,3,2,2,1,3,5,9,9,4,3,5,7,"Yes",2,0,0,0,0,0,0,0,0,1,3,2,3,7,4,4,3,8,8,2,1,5,1,6,1,1,1,7,6,7,8,2,4,2,0,1,3,"No",2,6,0,NA,NA,4,7,7,0,1,1,NA,0,0,1,1,1,1990,1992,1,1994,1,1999,1,2,8,4,0,1973,46,1,"suburbs",3,18,13,1,NA,NA,"Employee",NA,1,3,1,NA,10,7,40,48,90,4,1431,0,0,NA,NA,"No",1,8,2,1,"UKE",3,3,2,7,7,6,5,4,2,4,3,2,4,2,3,4,2,2,3,4,5,1,3,2,3,2,1,2,4,2,1,2,2,2,1,2,2,3,5,3,3.8124664
19253,"GB",60,5,120,7,7,7,1,2,3,2,3,8,8,8,3,5,2,2,"Yes",1,0,0,1,0,0,0,0,0,1,5,1,1,8,4,5,4,4,6,4,1,5,2,0,2,2,2,9,10,8,9,3,4,2,0,1,1,"No",8,4,1,2,2,4,6,1,0,1,1,NA,0,1,1,1,1,1977,1973,1,1977,1,1978,1,3,4,2,0,1955,63,1,"village",7,21,17,1,NA,NA,"Employee",NA,1,5,0,NA,9,0,37,40,84,1,2611,0,0,NA,NA,"No",1,7,2,1,"UKL",4,3,3,10,8,8,7,4,3,1,1,1,4,2,2,5,4,3,3,5,5,1,6,4,6,3,1,2,4,2,2,5,2,6,2,3,2,4,2,5,2.4773989
19277,"GB",20,5,120,5,7,3,2,2,3,1,3,6,9,10,4,6,6,8,"No",NA,0,0,0,0,1,0,0,0,0,7,NA,NA,7,0,3,6,7,2,2,1,4,1,6,3,2,2,6,8,5,8,7,5,3,1,3,1,"No",9,10,0,NA,NA,2,6,7,0,1,1,NA,0,1,1,1,0,NA,0,0,NA,0,NA,0,NA,3,3,1,2002,17,6,"countryside",5,NA,11,2,NA,NA,"Employee",NA,1,2,0,NA,8,6,4,8,47,4,5223,0,1,0,1,"No",3,NA,2,1,"UKH",2,1,3,6,7,10,6,3,2,2,2,1,1,1,4,2,1,2,2,1,2,3,1,1,1,1,3,2,1,2,1,1,1,2,2,3,1,2,1,1,2.8376615
19287,"GB",60,5,60,8,8,8,2,3,3,2,3,7,6,8,5,5,5,6,"Yes",1,0,0,0,0,1,0,1,0,0,5,NA,NA,8,6,5,8,5,5,2,1,5,5,5,2,2,3,6,6,6,8,6,3,3,0,1,3,"Yes to some extent",8,5,1,2,2,5,6,4,0,1,1,NA,0,1,1,1,1,1968,1985,1,1986,1,1989,0,NA,4,2,0,1951,67,1,"town",2,16,13,6,1,2016,"Employee",NA,1,2,0,NA,9,5,22,26,79,1,5100,0,0,NA,NA,"Yes, previously",4,5,1,4,"UKK",4,3,3,3,8,7,6,3,3,2,2,2,4,2,2,3,4,4,4,2,6,2,3,4,3,6,1,3,5,3,2,4,2,5,5,5,2,1,3,3,1.9150739
19300,"GB",60,5,60,5,5,6,2,2,2,3,2,4,7,8,4,3,0,2,"Yes",1,1,1,0,0,1,0,1,1,1,7,7,1,7,4,2,4,4,9,3,5,1,5,0,2,3,3,2,2,3,8,6,2,1,0,2,3,"Yes a lot",10,0,1,2,4,10,2,1,1,1,1,NA,0,1,1,2,1,1964,1970,1,1970,1,1970,1,2,4,2,1,1949,69,1,"town",5,15,10,6,1,1996,"Employee",NA,1,3,0,NA,2,0,14,14,86,2,4226,0,0,NA,NA,"No",4,3,2,4,"UKJ",3,3,2,10,1,0,5,4,4,2,1,1,5,1,3,3,4,4,4,3,6,4,4,4,5,4,4,3,4,4,3,5,1,5,1,4,1,2,2,3,2.122618
19301,"GB",60,5,60,7,7,8,2,3,4,3,3,7,8,7,6,7,4,8,"Yes",1,1,0,0,0,1,0,1,0,1,9,1,2,9,8,7,9,6,8,5,1,5,3,0,2,2,2,8,6,5,9,7,2,4,0,2,1,"Yes to some extent",7,7,1,2,4,8,4,1,0,1,1,NA,1,1,1,2,1,1957,1962,1,1962,1,1962,1,2,1,1,1,1940,78,4,"town",4,18,13,6,1,2008,"Self-employed",1,NA,1,0,NA,9,9,20,20,88,5,5311,0,1,0,0,"No",4,NA,3,NA,"UKJ",3,2,3,8,8,6,7,3,4,1,1,2,4,1,3,3,4,4,3,2,4,2,2,1,2,2,2,3,5,1,1,2,1,4,1,5,3,2,1,2,1.061309
19365,"GB",0,5,120,1,1,2,4,NA,4,NA,4,0,4,3,0,0,0,0,"Yes",NA,0,0,0,0,0,0,0,0,0,5,NA,NA,8,3,NA,NA,NA,7,4,1,5,2,NA,1,2,1,5,NA,1,9,7,4,NA,1,2,2,"No",0,0,0,NA,NA,0,7,7,0,1,1,NA,0,1,1,55,1,2002,2013,1,2016,0,NA,1,1,8,2,1,1985,33,6,"city",4,14,9,8,1,2017,"Employee",NA,1,5,0,NA,8,0,40,60,87,4,5322,0,1,0,1,"No",6,1,3,6,"UKE",NA,2,1,8,7,8,8,4,4,2,1,2,4,2,3,2,NA,4,4,3,5,3,5,3,5,5,3,3,4,4,2,3,5,5,5,5,3,5,4,5,1.455155
